text,label,source,writing_style
Euuuh wajiha oukhyty chbik masta barchaaa,negative,kaggle_moroccan_sentiment,mixed
راجل وسيد الرجال,positive,kaggle_moroccan_sentiment,mixed
ماسط خاطر باش اهز الجيل في هاوية توا نورمال تسمع طفل صغير اغني في مزاطيل ههه,negative,kaggle_moroccan_sentiment,mixed
Bravooooooooooo c'est bin  c'est manifique,positive,kaggle_moroccan_sentiment,mixed
قاعد يكبس في رحو و هوة كي تافشة و حيد اصلع و بهيم حشاكم,negative,kaggle_moroccan_sentiment,mixed
ياسر ماسط,negative,kaggle_moroccan_sentiment,mixed
أنا نموت عليك وإنت سيدهم الله يحميك,positive,kaggle_moroccan_sentiment,mixed
"شوكات انا اشك في انك تونسي 
مخيبها الفازه عالللخر
Tfouh 3a lemarek
Msatet
حسبي اللّه و نعمة الوكيل فيكم هذا شخص عار و كذلك قناة الحوار التونسي
قناة الماخور التونسي تعمل لضرب الهوية الوطنية، في ذكرى يوم الارض يستضيفوا يهودي، لا حول ولا قوة الا بالله.
ملا مساطة
Mella 9ellet torbia 😠
Oh mala mostewe mon7at hetha yejbed fi omou w hetha y3akilou 3la bouh ou memetou mala 7ala
Haka chakib maye3jbou chay ken 5hli9tou
ناجي بهلول.. وزير التربية ناقص تربية.. برنامجو الإصلاحي. . كافون لجماعة الابتدائي.. و قطوس منال عمارة للثانوي و سارة جاي للجامعي.. .
Mabslek
msatik
hh tekber w tansa
زنوس مڨلبة
شيب و العيب والله كنت نحبو أما خسارة ما أقل حياه
والله محقهمش يجيبوهم في التلفزة عيب كبير اللواط ولى حرية شخصية قد ما تعيش تتعلم
hhhhhhhhhh cv moch mast
مسلسل تافه  وبعيد على الواقع و الممثلين الي فيه في المسلسل صيودا ويفلمو و البرا جبناء و موبن و اولهم صاحب القناة الفهري ....ولتوا متفرجتش فيه و متحلش في الدار ..شويا الو جدة وبعد نسيبتي لعزيزة و مبعدو ورد وشويا كورة و ترويح  و مبعد سهرية .......
ماكش متربيي مستوي منحت.
Ya 5ouya mamstek w marznek pfffffff mat9el damk
Masst i3ayef
yesser tefeh w masset
الله لتربحهم
mala e7tiram w mala torbia  yseb fi wzir fi wejho
kaleb we met7azeb
ماسطة لاسطة
Chy yhashim
Ma5ybek walah
ملا مستويات منحطة !!!!
Mathil 5maj malla nes
#كلاب  خليهم ياكلو بعضهم شمدخلنا فيهم أحنا
يلحس و قفف و حاول يتقرب لطفي العبدلي يا ولدي راك ماسط
Bsara7a ma3ejbetnich ma5iebha mesmema ejdod ka3ba lė 3al 7it
فريال قحبة
برجوليا معادش عندو نكهة دليلك ملك يا حسرة
wa7da 5amja kif bouha wo omha jaybinne mass5a5dmettha t3arri bzzazelha wo chkoune y7eb yrkeb tfouh ...........
Ta7an kbire
ياسر ماسط -_-
مريض
ماسط لاسط و قفاف و الطحين يجري في دمو -_-
و الله عيب و الله عيب ههه خخخخ
برا واحد يمشي يرقد خييييير",negative,kaggle_moroccan_sentiment,mixed
sel3aaa mala mase5,negative,kaggle_moroccan_sentiment,mixed
Ken chadet darha 5irrr,negative,kaggle_moroccan_sentiment,mixed
Bravo wlh bent bledi bravo bravo.incha allah mabrouk ..vraimment la3bet bien...ferchichiya w ra5e la,positive,kaggle_moroccan_sentiment,mixed
ﻗﺎﻃﻊ_ﺍﻟﻤﺨﻮﺭ,negative,kaggle_moroccan_sentiment,mixed
Ma7lek 3aycha,positive,kaggle_moroccan_sentiment,mixed
Bravo amin,positive,kaggle_moroccan_sentiment,mixed
مسلسل دعارة وإنحلال أخلاقي,negative,kaggle_moroccan_sentiment,mixed
aw sout raw3a,positive,kaggle_moroccan_sentiment,mixed
بشااااخ 🔥🔥,positive,huggingface_darija_reviews,Arabic
ربي يكثر منك الناس,positive,kaggle_moroccan_sentiment,mixed
3wi9la w ndhayfa ama khsara ma3and'hech chaabeya kbira ken jet t3ary w twari momken ray star akther men haka ! Dhaw9 etounssi fi 3inou mech wedhnou,positive,kaggle_moroccan_sentiment,mixed
Bravoooo Laila chebi,positive,kaggle_moroccan_sentiment,mixed
صراحة s22ultra حسن,positive,huggingface_darija_reviews,Arabic
ja3four Mahlek wlh tounes mestha9a  Lik,positive,kaggle_moroccan_sentiment,mixed
A7la dinya,positive,kaggle_moroccan_sentiment,mixed
Machala,positive,kaggle_moroccan_sentiment,mixed
إمرأة ذات طابع رجولي. و نشوف فيها فادة برشا من ااسيدة شمس اادين,positive,kaggle_moroccan_sentiment,mixed
نحن نعشق الحوار التونسي,positive,kaggle_moroccan_sentiment,mixed
روع المسلسل,positive,kaggle_moroccan_sentiment,mixed
ملا ملهط تدافع على المثلية الجنسية  لعنة الله عليك نعلمك انو سيدك احمد الاندلسي,negative,kaggle_moroccan_sentiment,mixed
برافو وليد وحدك فلوهر,positive,kaggle_moroccan_sentiment,mixed
Chlyk,negative,kaggle_moroccan_sentiment,mixed
Kalib rcd .,negative,kaggle_moroccan_sentiment,mixed
ياشكيب اعلاش ديمة تغزل علي بورقيبة حبيب الشعب اشرف منك ومن امثالك يا حقير يا خوانجي,negative,kaggle_moroccan_sentiment,mixed
نريد جهازا لكشف الفساد و الغش و نريد جهاز بكشف الغش في الامتحانات  مع جماز لكشف فساد المباريات الخاصة بالتوظيف خاصة مباريات المحاماة,neutral,hespress_manual_khalid,Arabic
Bravooo ❤,positive,kaggle_moroccan_sentiment,mixed
"تونسي يمتلك قدرة صوتية كبيرة،  اللي قام بيه ""إبداع""",positive,kaggle_moroccan_sentiment,mixed
نحبها هي عسل,positive,kaggle_moroccan_sentiment,mixed
5hit a5yeb animateur retouu bazz emision bech t5yebb,negative,kaggle_moroccan_sentiment,mixed
قناة الخنار للتونسي والله كان ايحلوها قدام حيوان ما يندبهم .ايجبلك موضوع لواط وبعدها ايقولك الارهاب منين .الشفاعة يا رسول الله .اقسم بالله شي نطق .ياامة ضحكت من جهلها الأمم,negative,kaggle_moroccan_sentiment,mixed
Tha3leb,negative,kaggle_moroccan_sentiment,mixed
Nour ya m3lam bravo wasel rabi m3ak wtwanssa lkol fa5ourin bik,positive,kaggle_moroccan_sentiment,mixed
Manather m9alba le manta9 le chakel t3awaj fi fomha ki lba9ra 5iiit,negative,kaggle_moroccan_sentiment,mixed
ملا منضر وملا قفراشي,negative,kaggle_moroccan_sentiment,mixed
Barcha 9ilet tarbya,negative,kaggle_moroccan_sentiment,mixed
Me7lek,positive,kaggle_moroccan_sentiment,mixed
هدا واعر وجربيه ودعيلي مع زوجي ربي يشافيه ويخليهلي,positive,huggingface_darija_reviews,Arabic
فنان معقد برشااااا,negative,kaggle_moroccan_sentiment,mixed
yhabel mosalsel,positive,kaggle_moroccan_sentiment,mixed
Cv pas .5ayba,negative,kaggle_moroccan_sentiment,mixed
علة راك يا بية,negative,kaggle_moroccan_sentiment,mixed
كان جا بيدي قسماً برب الكعبة ننفيك من تونس ونبعثك للصومال انت والحثالة الورتاني، أنتم أكبر عار علي تونس,negative,kaggle_moroccan_sentiment,mixed
Ya3jebni,positive,kaggle_moroccan_sentiment,mixed
صدقني لا نهظمك,negative,kaggle_moroccan_sentiment,mixed
معلم 👍😉,positive,kaggle_moroccan_sentiment,mixed
ya nour chiba nchala dima mnawerna w mnawer tounis <3,positive,kaggle_moroccan_sentiment,mixed
m3alm a7la kafon fi denya,positive,kaggle_moroccan_sentiment,mixed
Oufffff chbik 3bedtelna safi said ye5i on n'a plus de competences politiques fel blad??!!!,negative,kaggle_moroccan_sentiment,mixed
محلاه التاتو متاعك 💞💞,positive,kaggle_moroccan_sentiment,mixed
رووووووووووووووووعة بكل صراحة,positive,kaggle_moroccan_sentiment,mixed
لا تعليق,negative,kaggle_moroccan_sentiment,mixed
جعفور انسان محترم فدلاك ومحبوب من عند الناس الكل :-),positive,kaggle_moroccan_sentiment,mixed
ثرثار و اخاف من راضية,negative,kaggle_moroccan_sentiment,mixed
mamstek ya kalb ti inta matjib fik ken lkanet hathi mta3 la7asa,negative,kaggle_moroccan_sentiment,mixed
Vraiment a7la 7al9a n7eb n9oul l rim ryehi ma7leha w ma7la klemha bravo wassel w enssaf lya7yeoui rak mwahra tbarkalah 3lik wassel,positive,kaggle_moroccan_sentiment,mixed
قناة العمالة و الخيانة و المهزلة ...قناة الجنس و الدعارة والعار ...قناة الظلم والافتراء و البهتان ...قناة النذالة و الخقارة والخسة ....قناة الرذيلة و الفحشاء و الفتنة ....قناة تزييف و الكذب و التزوير باختصار شديد قناة الباجي السبسي ...الاعيبكم مملة لانها اصبحت مكشوفة يا عبيد...,negative,kaggle_moroccan_sentiment,mixed
التونسية تحاول تبييض اعمال بن علي من خلال تافه و جاهل و منحط... اخي كي ظال هجتكم باش ادغفونا و ترجعو بن علي تي ماو جيبو واحد راجل موش ةاحد اجهل من سباطي.. يا ولدي بن علي راكم اتفهو فيه بها الوجوه المقلبة...كي اطحنو اعرفو قواعد الطحين....,negative,kaggle_moroccan_sentiment,mixed
أنا فديت من تفاهتكم و فسادكم و بيع دينكم و بلدكم و أخلاقكم يا إعلام فرنسا و إسرائيل إعلام المجاري إعلام نوفمبري فاسد حسبنا الله و نعم الوكيل فيكم,negative,kaggle_moroccan_sentiment,mixed
Rejel,positive,kaggle_moroccan_sentiment,mixed
تعجبني ياسر,positive,kaggle_moroccan_sentiment,mixed
منافق مقداد,negative,kaggle_moroccan_sentiment,mixed
عنصر مشاغب لا يليق بالبرنامج ولا يليق بتونس,negative,kaggle_moroccan_sentiment,mixed
فنان كبير مشرف توني يعطيه الصحة,positive,kaggle_moroccan_sentiment,mixed
محلى زيني يا ربي,positive,kaggle_moroccan_sentiment,mixed
انت معلم و احنا منك نتعلم,positive,kaggle_moroccan_sentiment,mixed
بِسْم الله ما شاء الله,positive,kaggle_moroccan_sentiment,mixed
احلى كوميدى فى تونس,positive,kaggle_moroccan_sentiment,mixed
زهير الذوادي محلاك محلاك هههههههههه,positive,kaggle_moroccan_sentiment,mixed
souutou behhi,positive,kaggle_moroccan_sentiment,mixed
ضامرة و خفيفة و الشلابق خدامة ههههههههههههههه,positive,kaggle_moroccan_sentiment,mixed
mamset mleyketha,negative,kaggle_moroccan_sentiment,mixed
هذا انسان يحارب في الميوعة وقلة الحياء انا معاك يامعلم,negative,kaggle_moroccan_sentiment,mixed
فنان عندو أنسانية كبير مش كيما بقية الفنانين الأخرين كان تفاها و تفشفيش . برنامج يطير بداري ديكو,positive,kaggle_moroccan_sentiment,mixed
"يخلي داركم كان الطحين و النفاق مرة مع بورقيبة و مرة مع بن علي و تو مع قايد الناقة تو كيف إنت مريض خلي لعباد تدعيلك بالشفاء عﻵه تخليهم يسبوا فيك""",negative,kaggle_moroccan_sentiment,mixed
maset bsara7a -_-,negative,kaggle_moroccan_sentiment,mixed
Nice product,positive,huggingface_darija_reviews,Arabizi
wlhh m3além kamél :* Bonne contuniations :D :v,positive,kaggle_moroccan_sentiment,mixed
Mehich chrifa,negative,kaggle_moroccan_sentiment,mixed
w barnemjek nchalah yfai9 la3bed,positive,kaggle_moroccan_sentiment,mixed
Bravo balti :-) :-) :-),positive,kaggle_moroccan_sentiment,mixed
توا وفى مسلسل زازة و نجلاء و كرارز عبلا و هاو جاكم مسلسل منال عمارة و كاديريم و المنقالة و الكبوط و رأس اللمبوط برعاية قناة الحوار ..... الراعي الرسمي لكل ماهو عار و خنار !!!!!,negative,kaggle_moroccan_sentiment,mixed
من أجل الإنصاف وعدم التمييز بين مهنيي الصحة، يجب وضع قانون مماثل لأطباء الطب العام، حسب عدد الفحوصات التي يجرونها شهريا. كما يجب سن قانون يفرض على المريض، قبل أن يتوجه إلى طبيب مختص، أن يمر أولاً عبر طبيب عام،وهو من سيرشده إلى اللجوء لطبيب مختص، إذا اقتضى الأمر.,neutral,hespress_manual_khalid,Arabic
Sa9et w mech rajel w my7chmech w 9wade w l'kaleb achref menou... w l'3yib fi sami eli m5lyik tet3da en tel!!!!,negative,kaggle_moroccan_sentiment,mixed
في المستوى خويا,positive,huggingface_darija_reviews,Arabic
Mssat !,negative,kaggle_moroccan_sentiment,mixed
مسلسل منحط حتى اسم المسلسل تافه,negative,kaggle_moroccan_sentiment,mixed
Awell mara ye3jebni bravoo,positive,kaggle_moroccan_sentiment,mixed
chnakerhu,negative,kaggle_moroccan_sentiment,mixed
Massta lassta,negative,kaggle_moroccan_sentiment,mixed
كذّاب كبير,negative,kaggle_moroccan_sentiment,mixed
7al9a fachila,negative,kaggle_moroccan_sentiment,mixed
barbi hak hanen mahich tachof fi ro7ha fi meraya smina raw mouch 5arej 3lik beffffff,negative,kaggle_moroccan_sentiment,mixed
ma7lehom la5wet ky y7essou beb3adhom,positive,kaggle_moroccan_sentiment,mixed
قلة حيا وقلة تربيه ووقاحه وفساد,negative,kaggle_moroccan_sentiment,mixed
Tefah,negative,kaggle_moroccan_sentiment,mixed
منصح حتى وحد يضيع عليه الوقت والله مصالح,negative,huggingface_darija_reviews,Arabic
Bravoooo nour wasssel,positive,kaggle_moroccan_sentiment,mixed
M3lm bader,positive,kaggle_moroccan_sentiment,mixed
W sami barvo barvo barvo,positive,kaggle_moroccan_sentiment,mixed
ماسط وكنا ننتظر احسن من هذا العمل من الحوار التونسى لكن مع الاسف .................................,negative,kaggle_moroccan_sentiment,mixed
بالصراحة لا علاقة بالتمثيل,negative,kaggle_moroccan_sentiment,mixed
معلم كريم,positive,kaggle_moroccan_sentiment,mixed
لمين انت معلم,positive,kaggle_moroccan_sentiment,mixed
باسلة,negative,kaggle_moroccan_sentiment,mixed
